ip1,ip2,output
47.13,5.74,460.30
47.02,5.73,111.40
46.09,6.09,227.77
44.44,6.83,454.94
42.21,7.90,450.75
39.65,9.34,173.47
37.13,11.02,143.37
35.70,12.16,125.63
34.86,12.83,68.94
34.12,13.43,72.31
33.39,14.04,63.72
32.71,14.63,60.91
32.08,15.20,68.27
31.45,15.77,69.20
30.81,16.18,66.40
30.18,16.41,70.10
29.55,16.72,68.01
29.96,15.96,69.94
32.83,13.23,46.09
36.84,10.10,45.28
40.54,7.91,369.42
42.84,7.01,389.26
44.62,6.35,426.55
45.93,5.91,431.65
46.52,5.70,436.61
46.23,5.78,442.39
45.25,6.13,439.44
43.75,6.78,431.38
41.80,7.83,431.86
39.57,9.32,171.61
37.12,11.21,125.70
35.83,12.39,86.56
35.09,13.08,71.86
34.41,13.59,70.93
33.70,13.97,70.28
33.05,14.14,66.69
32.30,14.31,67.77
31.65,14.42,69.79
30.94,14.66,68.34
30.33,14.87,64.36
29.70,15.22,69.94
30.16,14.64,61.64
33.02,12.20,49.79
37.30,9.36,47.86
42.07,7.54,313.95
45.01,6.94,427.52
46.95,6.50,418.49
48.12,6.19,412.05
48.65,6.03,429.51
48.53,6.06,411.65
47.75,6.32,402.48
46.19,6.88,396.86
44.20,7.66,403.72
41.91,8.69,170.02
39.32,10.13,113.89
37.67,11.25,90.05
36.76,11.96,95.22
36.06,12.54,80.63
35.35,13.15,82.40
34.72,13.72,81.03
34.13,14.27,71.22
33.52,14.84,77.88
32.98,15.25,75.48
32.42,15.61,74.83
31.89,15.93,71.31
32.41,15.29,54.94
35.56,12.58,57.00
39.54,9.88,62.70
44.45,7.73,318.81
47.03,6.72,417.80
48.84,5.97,406.54
50.01,5.50,389.72
50.51,5.28,410.45
50.33,5.35,399.96
49.61,5.72,403.55
48.21,6.47,396.86
46.30,7.54,186.46
44.08,8.83,180.01
41.44,10.35,154.58
39.90,11.25,70.80
38.87,11.79,66.51
37.95,12.25,85.25
37.08,12.71,71.78
36.27,13.12,76.54
35.45,13.59,77.69
34.66,14.14,74.93
33.92,14.73,75.66
33.17,15.44,68.65
32.41,16.25,77.78
32.76,15.91,78.98
35.60,13.29,46.42
39.83,10.00,52.93
43.96,7.65,359.29
46.87,6.74,404.64
48.91,6.32,483.79
50.07,6.21,238.33
50.48,6.30,230.71
50.09,6.63,234.80
49.36,7.10,235.45
48.04,7.89,241.24
46.24,8.95,246.03
44.20,10.22,208.77
41.87,11.79,154.58
40.15,13.07,70.80
39.12,13.81,67.91
38.22,14.37,92.08
37.35,14.75,86.73
36.41,15.10,79.26
35.54,15.36,68.84
34.71,15.76,66.11
33.86,16.39,67.68
33.06,17.09,66.51
32.36,17.71,64.74
32.76,17.22,61.21
35.59,14.53,45.76
39.72,11.32,42.20
44.20,8.47,185.87
46.59,8.05,195.83
48.58,7.71,228.36
49.78,7.47,220.92
50.27,7.38,228.48
50.04,7.48,179.80
49.28,7.84,196.20
47.86,8.58,201.82
45.81,9.72,227.74
43.50,11.21,163.39
41.09,12.99,133.88
39.69,14.14,94.13
38.83,14.85,82.93
38.10,15.43,84.98
37.33,16.06,81.03
36.63,16.65,74.38
36.02,17.19,68.01
35.34,17.86,69.36
34.73,18.47,70.72
34.12,19.12,69.44
33.50,19.87,71.38
33.92,19.48,100.46
36.62,16.88,71.44
40.76,13.80,45.71
44.34,11.39,55.06
46.88,9.68,74.96
48.65,8.48,114.43
49.75,7.72,132.32
50.16,7.33,129.33
49.96,7.28,236.59
49.14,7.65,223.25
47.62,8.46,87.48
45.45,9.76,96.40
42.94,11.62,85.96
40.54,13.81,75.65
39.25,15.30,65.28
38.50,16.21,81.97
37.72,17.03,82.80
36.99,17.71,84.80
36.32,18.26,77.10
35.61,18.75,73.62
34.94,19.17,80.23
34.39,19.56,79.65
34.51,19.45,80.82
34.40,19.71,81.21
34.66,19.63,80.21
37.26,17.70,46.42
41.17,14.76,45.71
43.67,12.77,246.48
45.97,11.05,241.82
47.65,9.85,245.36
48.65,9.03,258.02
48.91,8.55,283.37
48.48,8.40,236.59
47.39,8.58,223.25
45.71,9.00,245.44
43.54,9.34,243.55
41.37,9.41,163.21
39.22,9.69,125.70
37.56,10.16,57.74
36.52,10.70,77.07
35.63,11.53,81.75
34.82,12.57,77.85
34.11,13.78,74.23
33.31,15.19,73.39
32.57,16.63,76.66
31.86,17.99,76.25
31.17,19.20,79.42
30.56,20.24,76.25
31.12,19.75,73.98
33.96,16.78,46.37
38.18,12.98,46.76
42.01,9.88,125.10
44.55,8.55,194.28
46.51,7.87,229.03
47.76,7.53,162.63
48.15,7.53,227.90
47.97,7.72,236.59
47.19,8.20,222.67
45.74,9.08,218.06
43.89,10.24,219.22
41.86,11.64,170.43
39.88,13.17,140.75
38.45,14.43,49.92
37.50,15.27,79.44
36.54,16.07,79.83
35.63,16.74,83.60
34.80,17.22,66.86
33.95,17.57,73.39
33.10,17.78,41.70
32.34,17.67,65.37
31.61,17.51,67.59
30.97,17.44,70.55
31.38,16.55,60.46
34.25,13.71,46.76
38.37,10.57,49.56
43.06,7.26,150.58
45.69,5.93,162.24
47.61,5.07,225.42
48.91,4.50,232.43
49.49,4.23,173.10
49.29,4.32,188.47
48.40,4.94,215.78
47.03,5.94,224.51
45.21,7.20,195.24
43.15,8.67,192.34
40.83,10.37,140.75
39.27,11.73,91.81
38.40,12.59,83.21
37.59,13.35,77.41
36.82,13.99,75.34
35.98,14.61,54.47
35.18,15.10,66.51
34.34,15.46,69.59
33.57,15.40,70.45
32.76,15.14,72.33
32.07,14.63,82.80
32.57,13.11,80.83
35.55,10.20,45.82
40.04,7.25,50.77
45.34,5.28,149.65
48.38,4.79,207.09
50.52,4.55,226.97
51.78,4.47,226.27
52.19,4.60,225.01
51.83,4.81,188.47
50.88,5.12,169.62
49.41,5.60,190.43
47.50,6.27,174.47
45.36,7.12,176.84
42.78,8.25,159.11
41.01,9.09,96.38
39.98,9.60,64.43
39.03,10.10,83.34
38.07,10.64,76.94
37.14,11.19,78.49
36.22,11.71,72.67
35.30,12.13,72.22
34.43,12.33,57.65
33.59,12.46,70.97
32.93,12.65,79.64
33.36,12.21,72.92
36.21,10.41,43.21
40.57,8.03,53.08
44.87,6.39,160.87
47.64,5.85,227.93
49.64,5.60,254.73
50.95,5.54,251.74
51.51,5.68,256.22
51.39,5.98,229.91
50.59,6.48,237.20
49.21,7.13,507.65
47.42,7.96,490.85
45.38,9.05,185.25
43.19,10.40,168.85
41.56,11.55,110.69
40.61,12.31,73.47
39.74,13.06,84.72
38.85,13.88,72.62
37.99,14.74,70.98
37.14,15.63,70.28
36.33,16.53,65.28
35.57,17.32,64.43
34.81,18.10,71.74
34.13,18.80,80.42
34.46,18.42,76.80
36.87,15.95,48.12
41.18,12.30,58.98
44.83,9.85,148.62
47.29,8.62,205.99
49.00,7.94,221.57
49.98,7.58,246.02
50.29,7.43,225.02
50.03,7.47,201.36
49.48,7.48,195.14
48.42,7.57,195.03
46.78,8.02,174.72
44.87,8.76,170.33
42.52,9.83,146.44
40.77,10.68,53.75
39.71,11.13,83.17
38.81,11.44,70.52
37.94,11.73,74.78
37.13,12.14,67.11
36.45,12.74,62.32
35.77,13.52,69.42
35.18,14.21,70.80
34.53,14.91,68.18
33.88,15.60,68.34
34.43,15.39,55.04
36.82,13.91,52.00
37.96,15.14,53.88
40.02,15.11,74.23
43.78,11.95,88.95
47.70,9.95,89.17
48.96,9.40,83.47
49.69,8.99,75.37
49.86,8.77,59.26
49.43,8.84,65.69
48.31,9.22,76.20
46.60,9.71,72.26
44.51,10.45,72.92
42.05,11.64,51.95
40.53,12.38,53.75
39.71,12.63,88.28
38.99,12.79,89.83
38.21,13.07,87.64
37.44,13.36,81.22
36.69,13.68,80.04
35.92,14.01,83.40
35.07,14.26,85.60
34.26,14.38,84.98
33.58,14.24,75.84
34.13,12.99,83.20
37.16,10.23,45.21
41.56,7.50,54.47
46.17,6.00,138.50
48.46,5.43,203.98
50.19,4.79,89.17
51.22,4.33,155.78
51.56,4.16,182.45
51.33,4.25,179.07
50.56,4.68,179.80
49.13,5.50,196.41
47.23,6.68,201.16
45.09,8.11,72.92
42.64,9.70,51.95
41.00,10.81,62.55
40.11,11.33,94.04
39.24,11.65,93.67
38.35,11.82,88.55
37.48,11.84,82.61
36.55,11.96,81.39
35.70,12.17,83.40
34.80,12.52,83.19
33.97,12.96,83.20
33.14,13.49,84.61
33.45,13.15,49.56
35.91,11.30,56.40
40.17,8.69,57.14
44.69,6.79,351.68
47.41,6.01,318.76
48.90,5.39,370.58
49.74,4.95,291.92
49.95,4.78,370.47
49.60,4.88,370.22
48.85,5.58,369.91
47.63,6.98,196.41
45.95,8.79,201.16
44.15,10.48,72.92
42.21,11.99,51.95
40.72,13.13,83.93
39.74,13.88,83.14
38.85,14.57,90.20
37.98,15.26,80.24
37.15,15.93,75.98
36.28,16.60,79.65
35.44,17.15,81.59
34.71,17.34,74.60
34.02,17.31,77.50
33.32,17.34,80.63
33.61,16.50,54.94
35.96,14.07,46.36
40.35,10.68,57.23
44.34,8.50,302.90
46.93,7.34,373.94
48.66,6.57,350.24
49.86,6.03,358.14
50.37,5.80,386.89
50.26,5.80,364.88
49.43,6.09,359.56
48.04,6.64,355.17
46.22,7.42,372.02
44.21,8.45,153.18
42.06,9.84,135.23
40.41,11.25,96.47
39.48,12.42,83.78
38.67,13.54,77.45
37.85,14.55,66.11
37.05,15.34,64.15
36.23,16.14,64.65
35.44,16.92,64.18
34.71,17.61,65.53
34.06,18.20,65.25
33.46,18.82,68.40
33.74,18.65,55.26
36.12,17.09,46.37
40.04,16.62,52.58
43.23,16.74,334.16
45.61,15.78,373.72
47.37,14.48,374.52
48.61,13.50,382.56
49.21,12.89,381.47
49.01,12.56,370.20
48.29,12.67,359.56
46.92,13.55,355.17
45.49,14.25,372.02
43.65,15.33,136.36
41.88,16.48,97.57
40.50,17.52,96.47
39.64,18.45,57.14
38.95,19.76,85.76
38.36,20.79,78.29
38.02,21.10,64.63
37.77,20.90,72.09
37.08,21.54,85.81
35.72,24.23,65.53
34.05,28.99,65.25
32.72,34.58,68.40
32.14,38.64,72.26
33.52,37.10,46.37
36.96,28.62,52.58
40.04,21.50,334.16
42.69,18.80,376.73
44.33,17.70,183.90
45.36,17.00,187.20
45.61,16.95,185.58
45.01,17.72,176.59
43.84,18.81,183.84
42.79,19.46,169.09
41.62,19.96,172.43
40.04,20.68,126.54
38.36,21.71,97.57
37.14,22.87,96.47
36.22,23.92,60.33
35.40,24.93,81.79
34.62,25.99,80.81
33.89,27.09,75.92
33.34,27.87,77.63
32.80,28.72,78.42
32.33,29.38,75.42
31.84,30.11,79.77
31.41,30.69,83.39
32.00,29.55,78.75
34.52,25.51,45.82
38.88,18.98,44.51
42.06,14.70,140.81
44.55,12.45,191.03
46.51,11.11,177.19
47.78,10.47,167.15
48.39,10.41,165.45
48.33,10.99,156.78
47.70,12.27,166.03
46.45,14.26,171.16
44.80,16.30,147.89
42.91,18.39,126.16
41.03,20.67,47.31
39.83,22.26,53.69
39.10,23.27,70.58
38.38,24.27,79.85
37.68,25.21,80.04
36.99,26.23,66.69
36.27,27.31,70.21
35.71,28.22,69.79
35.19,29.12,73.13
34.64,30.18,75.12
34.11,31.44,79.12
34.27,31.68,47.59
36.64,28.25,42.61
40.29,22.16,40.17
43.01,18.44,45.54
45.57,15.67,63.91
47.64,13.67,72.68
49.09,12.42,65.97
49.73,11.83,64.90
49.68,11.78,70.64
48.88,12.44,49.68
47.49,13.82,46.85
45.61,15.75,53.88
43.48,18.01,56.67
41.60,20.22,40.30
40.38,21.80,44.72
39.62,22.76,70.17
38.99,23.44,67.69
38.49,23.84,65.21
37.91,24.28,66.44
37.08,25.16,64.85
36.29,26.18,65.76
35.62,27.10,70.30
35.08,27.92,69.87
34.54,28.78,72.18
35.00,28.07,73.56
37.66,24.11,39.28
41.59,19.27,49.80
44.50,16.42,126.87
47.04,14.15,385.45
48.95,12.54,210.46
50.18,11.53,210.20
50.63,11.09,209.67
50.44,11.13,198.93
49.61,11.74,193.21
48.25,12.94,208.69
46.50,14.82,210.31
44.41,17.38,155.41
42.56,20.07,135.56
41.46,22.00,61.33
40.71,23.30,70.17
40.08,24.32,67.69
39.46,25.24,65.21
38.84,26.14,66.44
38.23,27.06,69.96
37.59,28.03,69.53
36.94,29.07,71.06
36.37,29.99,79.61
35.83,30.90,86.80
36.05,30.52,75.06
38.06,27.40,42.60
40.42,24.57,48.97
42.89,22.03,475.57
45.38,19.24,172.39
47.54,16.93,191.16
49.06,15.37,191.52
49.78,14.56,199.50
49.80,14.37,190.43
49.24,14.78,186.16
48.11,15.73,188.00
46.48,17.16,212.24
44.56,18.99,151.57
42.84,20.64,124.19
41.80,21.52,56.73
41.00,22.13,71.04
40.19,22.94,79.65
39.42,23.84,74.52
38.60,24.99,74.11
37.76,26.21,71.56
37.03,27.37,73.10
36.28,28.74,72.50
35.67,30.18,79.61
35.14,31.84,50.25
35.53,32.15,52.00
37.76,29.89,45.43
40.42,27.35,41.80
43.06,24.18,131.90
45.47,21.18,192.16
47.25,19.22,207.25
48.83,16.86,198.59
49.45,15.66,199.75
49.03,15.48,448.57
48.10,15.81,194.68
46.74,16.58,201.08
44.99,17.93,137.68
43.05,19.82,146.55
41.30,22.04,124.19
40.26,23.93,104.09
39.60,25.37,108.49
38.99,26.68,94.40
38.34,27.98,73.07
37.68,29.24,67.52
37.05,30.37,72.15
36.38,31.53,74.88
35.79,32.48,73.10
35.28,33.30,73.20
34.83,34.14,71.91
35.26,33.35,53.62
37.68,29.14,43.82
40.69,25.26,57.41
43.37,21.95,329.64
45.81,18.53,329.64
47.70,16.19,336.04
48.86,14.66,277.02
49.38,13.68,372.75
49.32,13.28,370.55
48.66,13.52,356.10
47.45,14.30,142.70
45.77,15.53,140.21
43.89,16.99,119.18
42.14,18.52,111.46
41.00,19.71,93.76
40.20,20.61,78.45
39.48,21.48,77.82
38.82,22.40,73.65
38.20,23.55,68.11
37.56,25.19,68.69
36.98,27.29,47.18
36.63,29.26,65.25
36.27,31.45,64.20
35.65,34.38,66.77
35.46,36.40,52.05
36.19,36.03,47.43
38.70,31.53,50.62
39.99,28.85,229.67
42.83,24.15,380.87
46.35,19.19,178.89
48.30,16.49,196.79
49.28,14.81,206.46
49.57,13.95,180.23
49.25,13.81,137.92
48.24,14.37,142.70
46.77,15.47,139.00
44.95,17.21,125.69
43.27,19.26,111.46
42.37,21.05,93.76
41.68,23.15,78.45
40.95,25.69,77.82
40.17,28.23,71.95
39.20,30.68,82.00
38.29,32.66,81.41
37.65,33.83,75.29
37.00,34.80,76.48
36.44,35.68,81.02
35.88,36.64,75.66
35.84,36.90,74.05
36.23,37.30,46.09
36.68,38.31,59.79
36.88,38.84,369.79
38.06,36.07,405.90
39.64,30.45,359.60
43.28,22.71,384.66
47.91,15.81,382.39
49.36,13.40,159.31
49.22,13.22,378.83
48.21,13.93,368.34
46.59,15.21,135.23
44.45,17.38,117.39
42.11,22.74,109.30
41.53,25.53,51.01
40.91,28.35,81.22
39.94,32.24,81.22
37.92,39.02,83.00
36.43,47.84,79.23
33.90,55.18,79.42
33.27,58.93,78.42
32.63,55.13,74.16
32.56,51.94,73.65
32.51,48.86,74.26
32.90,46.24,64.21
34.62,42.62,57.35
37.67,35.21,70.53
40.64,29.14,71.15
42.82,25.36,100.85
43.86,23.18,99.95
45.24,19.42,384.66
45.79,17.52,382.39
45.84,16.22,159.31
45.18,15.82,60.77
44.03,16.05,66.60
42.27,16.99,64.20
40.27,18.55,59.79
38.13,21.44,49.88
36.73,24.73,61.58
35.98,26.27,91.96
35.31,27.76,98.41
34.65,29.49,98.77
34.10,31.01,68.43
33.58,32.44,70.93
33.10,33.58,71.14
32.75,34.61,71.91
32.50,35.68,73.28
32.44,37.51,74.83
32.80,39.74,76.80
33.68,40.62,56.74
35.99,34.61,51.37
39.57,26.03,387.15
42.13,22.60,366.36
43.59,21.36,357.78
44.67,19.68,358.40
45.27,18.11,356.97
45.32,16.88,353.17
44.86,16.50,362.84
43.77,16.91,386.82
42.25,17.76,400.98
40.48,19.03,395.92
38.66,21.05,125.10
37.30,23.61,50.89
36.50,25.01,76.72
35.76,26.36,79.25
35.08,27.79,74.75
34.54,29.31,69.94
34.04,31.09,66.69
33.63,32.61,76.89
33.20,33.97,78.04
32.80,35.17,75.97
32.42,36.37,73.13
33.09,35.72,47.47
35.57,32.07,49.91
38.49,28.28,59.46
40.46,26.39,347.19
41.11,27.55,369.76
41.50,28.16,346.72
42.09,26.80,351.15
42.99,23.03,354.62
43.56,20.30,360.41
43.56,18.86,360.67
43.05,18.14,366.64
41.83,18.66,369.64
40.11,20.25,139.27
38.02,23.96,68.78
36.65,28.39,47.89
36.04,30.13,103.56
35.44,33.14,95.22
34.87,32.79,96.64
34.36,34.05,76.93
33.92,33.59,62.94
33.37,34.54,66.08
32.90,35.01,72.43
32.39,35.72,72.09
31.94,35.93,76.80
32.53,34.48,77.34
35.00,29.05,49.91
39.79,20.56,53.33
42.95,16.16,339.57
45.25,13.36,402.76
46.87,11.54,336.87
47.91,10.29,341.53
48.36,9.53,322.45
48.19,9.20,296.20
47.49,9.36,312.97
46.25,10.00,324.49
44.52,11.14,135.04
42.45,12.78,139.99
40.08,15.86,70.54
38.60,19.02,50.40
37.84,20.10,81.03
37.16,21.78,80.04
36.47,23.66,71.33
35.75,28.53,66.77
35.10,25.40,68.18
34.47,29.18,69.53
33.88,26.65,69.10
33.25,28.86,70.54
32.71,26.66,72.09
33.27,28.27,44.03
36.14,21.74,45.25
41.10,16.28,58.71
44.11,14.04,407.89
46.17,12.81,391.39
47.60,12.08,342.50
48.64,11.58,342.69
49.25,11.37,353.47
49.10,11.66,348.75
48.29,12.50,324.88
46.77,14.05,334.07
44.74,16.21,143.41
42.50,18.96,115.92
40.46,21.88,68.33
39.23,24.07,54.00
38.44,25.59,66.99
37.65,27.11,75.11
36.85,28.65,73.80
36.15,29.99,64.11
35.56,31.09,69.70
35.00,32.06,68.67
34.42,33.08,70.37
33.95,33.97,72.35
33.46,34.89,52.58
34.18,33.46,51.37
37.25,27.45,40.97
40.86,21.22,38.77
43.30,18.33,351.04
45.36,16.26,321.13
47.03,14.74,359.02
48.07,13.87,355.22
48.61,13.48,353.48
48.53,13.67,361.95
47.74,14.60,329.26
46.39,16.21,332.06
44.50,18.44,149.94
42.40,20.94,135.56
40.56,23.37,104.80
39.42,25.13,86.77
38.66,26.37,124.65
37.90,27.63,73.45
37.17,28.84,73.51
36.44,30.08,70.63
35.79,31.24,73.62
35.21,32.23,73.39
34.62,33.27,71.91
34.15,34.08,72.60
33.70,34.79,67.69
34.43,33.11,47.47
37.30,27.34,51.25
41.13,20.34,48.23
43.76,17.21,352.33
45.97,15.16,388.67
47.76,13.69,356.38
48.99,12.67,351.44
49.52,12.09,356.38
49.42,11.91,356.97
48.63,12.29,329.26
47.23,13.19,332.06
45.33,14.65,149.94
43.21,16.64,77.48
41.28,18.91,58.48
40.01,20.76,54.26
39.27,22.07,84.37
38.60,23.40,82.21
37.98,24.81,80.63
37.36,26.35,76.16
36.74,27.94,75.58
36.15,29.44,76.93
35.49,30.81,78.28
34.90,31.86,78.64
34.40,32.68,77.82
34.84,31.65,51.49
37.52,26.79,51.25
40.93,22.15,83.33
43.19,19.76,92.77
45.23,17.47,106.17
46.87,15.64,98.46
47.96,14.40,93.34
48.48,13.65,83.60
48.38,13.47,64.06
47.21,14.48,64.15
43.33,19.68,82.78
42.48,21.28,84.57
40.87,25.38,63.61
40.00,27.70,61.87
39.48,29.76,71.88
38.88,31.51,101.97
38.35,32.44,78.47
37.79,33.27,91.16
37.27,33.52,60.35
36.59,33.43,87.36
35.98,32.86,86.98
35.54,32.02,91.96
35.06,31.89,90.44
34.54,32.33,89.26
34.80,31.76,53.56
36.90,28.31,60.68
39.66,25.15,60.07
42.24,23.10,255.03
44.54,20.69,234.30
46.50,18.31,234.30
47.85,16.57,379.87
48.42,15.72,369.25
48.21,15.64,148.98
47.46,16.09,209.09
46.21,17.11,82.78
44.51,18.58,84.57
42.51,20.53,63.61
40.69,22.52,61.87
39.44,24.06,96.51
38.79,24.82,95.78
38.16,25.62,93.90
37.58,26.43,96.40
36.98,27.30,94.66
36.45,28.10,93.01
35.94,28.90,96.24
35.36,29.87,99.72
34.84,30.85,97.30
34.28,32.06,100.05
34.70,31.52,94.34
37.15,27.68,62.63
39.33,25.42,61.54
40.58,25.06,264.42
40.80,27.66,285.11
42.41,28.06,474.40
42.49,27.87,482.02
42.25,28.02,482.59
42.15,27.10,494.90
42.49,24.50,510.72
42.58,22.06,478.33
41.78,21.40,492.07
40.23,22.14,168.92
38.20,25.21,129.63
36.97,28.22,48.69
36.31,27.66,84.59
35.74,28.96,85.40
35.15,30.88,83.60
34.60,33.02,73.87
34.07,35.38,76.44
33.55,38.12,72.60
33.07,41.05,89.92
32.58,44.01,88.68
32.22,46.42,90.75
32.88,45.61,56.92
35.11,40.32,51.49
38.49,30.63,66.35
42.09,22.32,275.09
45.12,17.67,427.12
46.79,15.39,444.45
47.89,14.03,228.07
48.40,13.38,204.54
48.25,13.36,247.22
47.38,14.07,262.91
44.98,16.70,207.31
42.30,20.40,184.97
40.47,25.26,123.30
38.79,29.82,113.13
38.11,33.82,58.90
36.65,37.71,78.26
36.19,39.79,77.03
35.05,42.45,74.83
34.67,42.39,63.41
34.28,41.22,68.44
34.07,39.36,70.37
33.95,37.99,69.77
33.70,37.85,68.33
33.42,38.24,78.83
33.30,38.67,66.51
33.99,37.34,53.70
37.66,28.98,64.34
40.96,23.27,273.38
43.02,20.71,280.93
44.67,18.48,352.02
45.57,17.26,191.38
45.77,16.92,191.27
45.18,17.54,186.32
44.14,18.88,189.26
42.59,20.84,186.89
40.75,23.41,180.54
38.88,26.31,107.64
37.20,29.34,97.67
36.35,31.55,91.81
35.68,33.65,75.66
35.21,35.12,79.61
34.64,36.90,82.01
34.05,39.01,82.41
33.49,41.13,76.85
32.95,43.18,76.33
32.52,44.57,75.12
32.14,45.63,77.66
31.73,46.71,90.95
32.23,45.28,83.10
34.22,39.14,52.21
36.33,32.83,49.27
38.66,27.55,254.19
43.01,21.04,401.78
44.73,18.89,404.88
45.99,17.40,187.16
46.31,17.25,193.39
45.07,19.02,185.79
43.30,21.51,187.32
39.91,28.15,191.85
38.84,29.23,191.99
38.21,29.22,133.72
37.40,29.44,106.81
36.58,30.50,50.52
35.86,31.58,85.17
35.28,32.55,78.83
34.76,33.43,75.48
34.22,34.36,84.59
33.71,35.30,80.42
33.20,36.24,74.93
32.80,36.97,88.42
32.38,37.84,82.80
31.93,38.71,81.78
32.65,37.05,71.04
35.36,31.27,57.62
39.59,22.74,51.74
42.37,18.74,170.22
44.59,16.25,166.97
46.37,14.49,420.46
47.61,13.27,223.73
48.21,12.60,195.34
48.16,12.45,193.49
47.52,12.86,183.72
46.21,13.91,192.33
44.47,15.40,143.96
42.43,17.38,130.83
40.44,19.62,70.60
39.06,21.46,52.71
38.34,22.39,83.20
37.70,23.25,82.01
37.08,24.07,78.04
36.47,24.93,81.02
35.87,25.78,74.88
35.30,26.61,75.70
34.62,27.55,75.66
34.04,28.29,76.02
33.42,29.09,84.20
34.02,27.84,78.75
36.57,23.82,57.14
41.15,18.13,46.76
44.04,15.50,50.03
46.06,13.79,78.83
47.58,12.52,70.60
48.55,11.65,68.90
48.96,11.13,69.10
48.81,10.99,69.10
48.05,11.35,54.55
46.27,12.51,54.55
44.52,13.74,52.58
42.60,15.18,46.98
41.26,16.31,55.55
40.45,17.20,62.52
39.24,18.45,78.23
38.16,19.56,73.69
37.46,20.44,75.48
36.73,21.53,70.87
36.06,22.65,69.53
35.46,23.72,70.47
34.75,24.97,71.31
34.11,26.02,72.09
33.52,26.95,73.04
34.07,26.06,69.50
36.75,22.19,46.87
40.75,17.36,54.08
43.65,14.81,380.88
45.76,13.29,469.70
47.34,12.16,408.97
48.38,11.37,426.25
48.85,10.84,187.51
48.86,10.56,182.31
48.20,10.80,184.38
46.91,11.51,180.49
45.12,12.65,188.66
43.13,14.09,132.88
41.07,15.94,132.32
39.63,17.38,63.28
38.83,18.16,82.18
38.04,18.90,83.37
37.31,19.68,81.42
36.59,20.47,76.33
35.86,21.38,77.50
35.14,22.49,70.69
34.49,23.87,77.31
33.89,25.56,85.81
33.32,27.66,82.01
33.79,28.08,98.88
36.39,25.61,41.29
39.80,22.73,50.40
42.37,20.65,406.38
44.38,19.00,388.74
45.84,17.61,390.48
46.75,16.67,390.28
47.12,16.10,389.52
46.89,16.08,382.56
46.34,16.21,386.63
45.32,16.60,386.24
43.93,17.19,388.16
42.23,17.95,134.88
40.46,18.95,123.02
39.00,20.28,58.98
38.09,21.21,85.67
37.26,22.15,84.30
36.52,23.02,77.90
35.74,24.00,74.70
35.03,24.96,75.66
34.34,25.93,74.75
33.63,26.90,75.55
33.00,27.82,79.39
32.44,28.87,81.01
32.77,28.61,56.94
35.36,25.09,44.51
37.29,23.13,52.08
39.21,21.45,356.38
41.19,19.62,373.94
43.73,17.09,399.81
46.90,14.16,392.41
47.88,13.23,395.73
48.20,12.91,385.95
47.73,13.25,396.90
46.92,13.96,400.22
45.37,15.35,406.90
43.43,17.32,156.90
41.39,19.73,118.77
40.16,21.42,67.85
39.50,22.37,81.61
38.88,23.25,82.01
38.26,24.12,82.99
37.58,25.04,72.15
36.92,25.85,77.66
36.26,26.36,77.03
35.64,26.22,73.13
35.03,25.98,97.75
34.42,26.17,99.22
34.60,25.53,89.30
37.03,21.94,62.99
40.44,17.81,60.97
43.15,15.44,366.90
45.46,13.94,382.02
47.27,12.93,354.62
48.59,12.17,392.41
49.18,11.80,347.40
49.20,11.70,366.05
48.73,12.01,363.30
47.71,12.82,391.07
46.25,14.03,396.47
44.46,15.59,143.30
42.45,17.63,100.69
41.02,19.48,66.66
40.25,20.85,93.45
39.58,22.37,90.99
38.87,24.23,87.99
38.25,25.89,72.35
37.61,27.27,73.80
37.08,28.21,75.00
36.45,29.15,79.58
35.88,29.99,85.21
35.23,30.97,82.19
35.50,30.30,49.91
37.64,26.48,60.21
41.39,20.58,64.36
44.07,17.15,454.36
45.95,15.07,499.98
47.48,13.65,424.49
48.82,12.53,381.13
49.18,12.16,399.21
49.14,12.10,391.99
48.99,12.17,380.93
47.94,12.83,396.68
46.43,13.94,366.39
44.50,15.53,355.80
42.51,17.38,98.51
41.37,18.60,56.13
40.83,19.16,94.58
39.95,20.13,98.89
39.04,21.14,88.17
38.26,22.08,83.80
37.54,23.00,83.20
36.89,23.90,82.21
36.11,25.08,77.26
35.34,26.41,76.25
34.57,27.83,85.01
34.91,27.44,75.90
37.83,23.31,99.15
42.45,18.08,64.05
45.22,15.53,430.05
47.50,13.53,424.05
49.31,12.03,358.67
50.56,10.97,359.25
51.16,10.38,376.22
51.19,10.17,391.99
50.52,10.48,327.65
49.23,11.28,384.52
47.46,12.50,388.15
45.30,14.21,147.96
43.29,16.04,76.44
42.43,16.95,87.45
41.78,17.63,84.59
41.08,18.41,80.00
40.43,19.41,80.41
39.86,20.80,89.50
38.96,23.41,87.85
38.11,26.41,69.79
37.55,29.06,71.23
37.17,31.16,72.35
36.81,32.96,76.08
36.95,33.64,84.80
38.94,29.84,55.91
42.52,23.39,67.88
45.35,19.22,69.43
47.73,16.01,86.63
49.39,14.15,94.73
50.54,12.92,85.21
51.10,12.26,376.22
50.68,12.53,391.99
47.09,16.33,327.65
44.16,23.11,384.52
41.65,28.54,388.15
37.95,39.21,147.96
36.43,44.05,69.46
36.32,42.88,67.75
36.05,43.04,99.53
35.33,46.71,101.61
34.57,51.30,91.26
34.09,54.17,90.29
33.66,56.85,88.06
